/edit/: 2.8.65
/state/: Max Score = 585, Eg Score = 100

Room Table
──────────
/rooms/: 190 of 200 rooms { desc1, desc2, exit, actio, val, flag; }
#09216:The troll's axe swings down, gashing your shoulder.
#09223:An axe stroke makes a deep wound in your leg.
#09229:The troll sees a hole in your defense, and a lightning stroke opens a
      :deep wound in your left side.
#09242:The troll hits you with a glancing blow, and you are momentarily stunned.
#09252:The troll swings.  The blade turns on your armor but crashes broadside
      :into your head.
#09263:You stagger back under a hail of strokes.
#09269:The troll's mighty blow drops you to your knees.
#09276:The axe hits your # and sends it spinning.
#09282:The troll swings.  You parry, but the force of his blow disarms you.
#09291:The axe knocks your # out of your hand.  It falls to the floor.
#09299:You parry the blow, but your # is knocked from your hand.
#09307:The troll strikes at your unconscious form but misses in his rage.
#09316:The troll hesitates, fingering his axe.
#09321:The troll scratches his head ruminatively.  Might you be magically
      :protected, he wonders?
#09333:The troll seems afraid to approach your crumpled form.
#09340:Conquering his fears, the troll puts you to death.
#09347:The thief stabs nonchalantly with his stilletto and misses.
#09355:You dodge as the thief comes in low.
#09360:You parry a lightning thrust, and the thief salutes you with a
      :grim nod.
#09370:The thief tries to sneak past your guard, but you twist away.
#09378:Shifting in the midst of a thrust, the thief knocks you unconscious
      :with the haft of his stilletto.
#09391:The thief knocks you out.
#09395:Finishing you off, a lightning throw right to the heart.
#09403:The stilletto severs your jugular.  It looks like the end.
#09411:The thief comes in from the side, feints, and slips the blade
      :between your ribs.
#09422:The thief bows formally, raises his stilletto, and with a wry grin
      :ends the battle and your life.
#09435:A quick thrust pinks your left arm, and blood starts to trickle
      :down.
#09444:Raking his stilletto across your arm, the thief draws blood.
#09452:The stilletto flashes faster than you can follow, and blood
      :wells from your leg.
#09463:The thief slowly approaches, strikes like a snake, and leaves you
      :wounded.
#09473:The thief strikes like a snake!  The resulting wound is serious.
#09482:The thief stabs a deep cut in your upper arm.
#09488:The stilletto touches your forehead, and the welling blood obscures
      :your vision.
#09499:The thief strikes at your wrist, and suddenly your grip is slippery
      :with blood.
#09509:The butt of his stilletto cracks you on the skull, and you stagger back.
#09519:You are forced back and trip over your own feet, falling heavily to
      :the floor.
#09529:The thief rams the haft of his blade into your stomach, leaving you
      :out of breath.
#09540:The thief attacks, and you fall back desperately.
#09547:A long theatrical slash.  You parry it desperately, but the thief
      :twists his knife, and your # goes flying.
#09561:The thief neatly flips your # out of your hands, and it drops to the
      :floor.
#09571:You parry a low thrust, and your # slips out of your hand.
#09579:Avoiding the thief's stilletto, you stumble to the floor, dropping
      :your #.
#09589:The thief, a man of good breeding, refrains from attacking a helpless
      :opponent.
#09599:The thief amuses himself by searching your pockets.
#09606:The thief entertains himself by rifling your pack.
#09613:The thief, noticing you beginning to stir, reluctantly finishes you off.
#09623:The thief, forgetting his essentially genteel upbringing, cuts your
      :throat.
#09633:The thief, who is essentially a pragmatist, dispatches you as a threat
      :to his livelihood.
#09645:You are in a narrow east-west passageway.  There is a narrow staircase
      :leading down at the north end of the room.
#09660:You are in an open field west of a big white house with a boarded
      :front door.
#09670:You are facing the north side of a white house.  There is no door here,
      :and all the windows are barred.
#09683:You are facing the south side of a white house.  There is no door here,
      :and all the windows are barred.
#09696:You are in the attic.  The only exit is stairs that lead down.
#09704:You are in a small room with passages off in all directions.
      :Bloodstains and deep scratches (perhaps made by an axe) mar the walls.
#09721:You are in a maze of twisty little passages, all alike.
#09728:Dead end.
#09730:You are in a forest, with trees in all directions around you.
#09738:You are in a dimly lit forest, with large trees all around.  To the
      :east, there appears to be sunlight.
#09751:You are in a dimly lit forest, with large trees all around.  One
      :particularly large tree with some low branches stands here.
#09767:You are in a large forest, with trees obstructing all views except
      :to the east, where a small clearing may be seen.
#09782:You are in a deep ravine at a crossing with an east-west crawlway.
      :Some stone steps are at the south of the ravine and a steep staircase
      :descends.
#09801:You are in a crawlway with a three foot high ceiling.  Your footing
      :is very unsure here due to the assortment of rocks undefoot.  Passages
      :can be seen in the east, west, and northwest corners of the crawlway.
#09828:You are standing on a path beside a gently flowing stream.  The path
      :travels to the north and the east.
#09841:You are on the gently flowing stream.  The upstream route is too narrow
      :to navigate, and the downstream route is invisible due to twisting
      :walls.  There is a narrow beach to land on.
#09864:You are in a room which looks like an Egyptian tomb.  There is an
      :ascending staircase in the room as well as doors east and south.
#09881:You are in a small chamber behind the remains of the great glacier.
      :To the south and west are small passageways.
#09896:You are in an ancient room, long buried by the reservoir.  There are
      :exits to the southeast and upward.
#09909:You are on the south edge of a deep canyon.  Passages lead off
      :to the east, south, and northwest.  You can hear the sound of
      :flowing water below.
#09928:You are in a large room with a ceiling which cannot be detected from
      :the ground.  There is a narrow passage from east to west and a stone
      :stairway leading upward.  The room is extremely noisy.  In fact, it
      :is difficult to hear yourself think.
#09959:You are in a small cave with an entrance to the north and a stairway
      :leading down.
#09970:You are in a tiny cave with entrances west and north, and a dark,
      :forbidding staircase leading down.
#09983:You are in a steep and narrow crawlway.  There are two exits nearby to
      :the south and southwest.
#09995:You are in a narrow crawlway.  The crawlway leads from north to south,
      :However, the south passage divides to the south and southwest.
#10012:You are in a cold and damp corridor where a long east-west passageway
      :intersects with a northward path.
#10025:You are in a winding passage.  It seems that there is only an exit
